0.187,-1.5649,0.18345,-1.7611,-2.9109,-0.23527,-0.052569,1.5099,-2.0831,-2.1834,-0.7876,-1.1715,-0.15002,-2.4168,2.4366,-0.26812,1.0372,1.2653,0.69861,0.95689,-4.7218,-0.24074,3.3478,-0.28797,-1.8947,-0.76437,0.73677,-4.2156,-2.4138,0.31237,-0.66639,2.2595,-0.34104,3.3373,3.6068,4.8407,1
1.315,1.0154,0.87113,0.64118,1.4628,1.24,2.5102,1.0765,0.10535,-0.56372,-3.2222,1.2192,-0.084455,0.27133,1.4581,0.6493,2.0303,1.6702,-0.42864,2.1534,0.035294,1.8498,-0.46298,-0.059321,-3.51,-3.9265,-0.24126,-1.697,2.9579,-1.3162,-1.021,2.3371,-0.81546,-0.091908,1.3599,2.4295,1
1.0068,0.76771,0.29523,0.026434,-0.43136,-0.26852,1.0413,0.007366,0.94997,0.59955,-0.20664,0.026239,-0.11119,-0.67099,-1.5602,-0.28731,1.2728,0.18556,-0.079566,0.20192,0.36289,1.541,-0.40246,-1.0649,-0.96924,0.011308,0.51883,1.0605,1.8234,2.2593,-0.3835,-0.29003,-0.46195,0.47413,1.3255,-0.69421,1
-0.35023,0.38758,0.84441,-0.063407,-0.45564,-1.5473,-0.069482,-0.28005,-0.49215,-1.5566,-0.54665,0.37796,-0.19049,0.22149,-0.7221,-1.3089,-0.53775,-2.4428,-0.3984,0.1967,-0.63255,-0.23631,1.0639,1.4565,1.9951,1.5283,-0.35831,-0.37631,-0.61328,-2.3231,-1.4152,-0.099088,0.73898,1.4459,1.1574,1.2526,1
0.12338,-0.079483,-1.5619,-0.92778,-1.3893,-0.59875,-1.1599,-1.2747,-0.30988,-0.086762,-0.78078,-1.0934,0.092087,0.34857,-0.44606,-1.3619,-0.31934,-0.81875,0.33086,-0.076183,-0.089346,0.23564,-0.034965,-0.34001,0.32815,0.0884,-0.4809,-1.0165,0.12568,0.27896,0.15794,-0.78282,-0.2878,-0.33211,-0.53114,0.61128,0
-1.0151,-0.21867,-0.39356,1.0362,1.1858,0.61248,-0.62115,0.37752,0.64358,0.22723,-0.20103,-0.70032,0.15492,0.204,0.77687,0.28627,0.11774,0.56835,-0.002953,-0.000587,-0.000831,0.002958,0.003189,0.000921,-0.002048,0.000182,0.000965,-0.000198,-0.001298,-0.002369,-0.000511,-0.000256,0.001488,0.000665,0.000233,0.00131,0
0.91239,0.3324,-1.0319,-1.0073,-1.4277,-0.89625,-2.758,-2.4401,-1.5752,-0.02732,3.1213,0.29969,-1.3687,1.0578,0.59231,-1.6624,0.000618,-0.77987,2.4963,0.20777,0.28446,-1.5927,-2.7795,-2.0851,-0.92106,-0.93198,-0.82445,0.44481,1.854,-0.1175,1.2243,2.2135,-0.85063,-2.8164,-1.0337,-1.4814,1
0.17033,0.16357,-1.1709,-0.54306,-0.76783,-0.20406,0.95367,1.5955,-0.073354,-0.13248,0.21062,-0.75845,1.5784,0.93356,-0.38777,-1.5437,-1.7433,-0.78536,0.59458,0.3472,0.34279,-0.63093,-0.86928,0.21981,0.67536,0.46747,-0.023061,-0.89516,0.098919,0.14946,-0.15475,1.5707,1.4715,0.71944,0.50038,-0.43554,0
-0.7557,0.45968,0.48292,-0.26777,0.84402,-1.4265,-1.3412,-1.9428,0.39403,0.87943,0.85139,-0.85255,-0.49483,1.6827,0.57862,0.1297,-0.90161,0.098306,0.45776,0.95583,0.32698,1.3882,0.81529,0.22244,0.69944,-0.83165,-0.83692,-0.34722,0.38477,-1.1473,-0.89892,0.87743,0.26975,0.47084,0.66354,0.17043,1
0.55808,-0.51299,-0.2601,-1.075,-0.10665,0.31556,0.12158,-0.82751,-0.12502,1.211,1.1692,0.84323,1.3699,0.12627,-0.70727,-0.2675,-1.6875,-1.0256,-0.2998,0.74883,-0.56528,0.58841,-0.7644,-0.057884,-1.4067,-1.1514,-0.53733,-0.4523,-0.2142,-1.0529,-0.043989,-0.83477,-0.94014,0.43735,-1.109,-1.169,0
1.7062,1.0243,0.12782,-2.4957,-0.030299,0.71863,-1.2922,-0.009205,-1.2218,1.4506,1.5865,-0.044631,1.2945,-1.7712,-1.1905,2.0187,-1.9268,-0.76618,-0.39033,-0.32572,-2.1552,-1.8038,-0.030531,-0.2641,-1.1477,0.61591,0.21153,3.0144,3.2151,0.74491,0.66363,-0.58304,0.80345,1.4458,-0.35668,-1.2607,1
0.46443,-1.6364,0.33505,-1.1156,-2.5362,-1.6033,-0.47713,1.4164,-0.59156,-0.52031,0.85803,3.3636,1.635,0.87139,0.59319,-1.8235,-2.1929,-1.8829,-0.30603,-2.3032,0.70511,-2.7228,-2.0903,-0.091545,-0.98348,-0.325,-1.7277,0.66281,-0.49258,4.8374,1.8841,1.1723,1.7839,-2.9716,-4.0326,-4.4136,1
-1.1798,1.7466,-1.4643,0.45319,-1.9351,-1.4118,-1.5445,-0.085691,-1.0327,-0.18676,-0.82818,-1.7954,0.34335,-0.098873,-0.39784,-0.74366,0.58736,-1.4274,-1.4145,0.64102,-3.5666,1.0903,1.3014,-0.93659,-1.1581,0.032914,1.7156,0.091089,-1.7586,-2.087,2.3047,-1.2728,-4.4936,0.29988,2.0862,0.254,1
0.56431,-0.56019,1.3552,2.211,-0.68409,-0.45138,2.4256,1.549,0.24065,-0.77625,1.2693,1.7664,-0.13812,0.22435,3.6787,2.1002,-0.5422,-0.54674,-1.0413,-0.088429,1.0488,-0.4323,-0.96757,1.9754,1.1153,-1.4406,-0.13682,1.2335,0.41358,-3.9201,1.1218,3.0223,0.68986,0.16093,0.07786,-1.3268,1
0.28044,-2.6857,-2.2519,-1.348,-1.1264,0.60388,-0.077941,0.9148,0.1002,-0.85475,-1.5279,-2.6561,2.622,2.9503,-1.1924,-0.84385,0.48229,-0.91939,-1.188,2.0763,2.2412,2.3806,-1.3933,-3.5603,0.95828,2.6786,0.40976,2.4093,-1.4555,-0.59916,-1.7544,-3.1237,-1.0901,0.35129,-0.077288,0.59254,1
0.20372,1.5761,-0.28679,-0.005277,-0.17578,-0.22599,0.82856,0.35288,1.3756,0.95357,0.48899,-1.7182,-0.11751,-0.93828,-0.016477,0.91399,0.51425,1.8292,0.45972,0.61362,-0.19838,-0.88106,-1.5769,0.77607,0.3674,0.97717,0.66961,0.21675,-0.49065,-0.11283,-0.63533,-1.967,-0.016289,-0.37431,-1.2836,-1.9636,1
